times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
125.0,0.9948979591836739,1.0,1.0,1.0,1.0,0.9841269841269844,1.0,1.0,1.0,1.0,1.0,1.0
269.0,0.9897959183673475,1.0,1.0,1.0,1.0,0.9841269841269844,1.0,1.0,1.0,1.0,1.0,0.9545454545454544
289.0,0.9846938775510209,1.0,0.9523809523809522,1.0,1.0,0.9841269841269844,1.0,1.0,0.9714285714285718,1.0,1.0,0.9545454545454544
394.0,0.9795918367346942,1.0,0.9523809523809522,1.0,1.0,0.9841269841269844,1.0,1.0,0.9428571428571431,1.0,1.0,0.9545454545454544
404.0,0.9744897959183678,1.0,0.9523809523809522,1.0,1.0,0.9841269841269844,1.0,1.0,0.9142857142857145,1.0,1.0,0.9545454545454544
421.0,0.9693877551020412,1.0,0.9523809523809522,1.0,1.0,0.9841269841269844,1.0,1.0,0.9142857142857145,1.0,1.0,0.9545454545454544
434.0,0.9642857142857149,1.0,0.9523809523809522,1.0,1.0,0.9841269841269844,1.0,1.0,0.8857142857142859,1.0,1.0,0.9090909090909087
524.0,0.9591836734693882,1.0,0.9523809523809522,1.0,1.0,0.9841269841269844,1.0,1.0,0.8571428571428573,1.0,1.0,0.9090909090909087
528.0,0.9540816326530618,1.0,0.9523809523809522,1.0,1.0,0.9841269841269844,1.0,1.0,0.8571428571428573,1.0,0.9924242424242423,0.9090909090909087
530.0,0.9489795918367355,1.0,0.9523809523809522,1.0,1.0,0.9682539682539685,1.0,1.0,0.8571428571428573,1.0,0.9924242424242423,0.8636363636363633
649.0,0.9438775510204082,1.0,0.9047619047619045,1.0,1.0,0.9682539682539685,1.0,1.0,0.8571428571428573,1.0,0.9848484848484849,0.8636363636363633
690.0,0.9387755102040822,1.0,0.857142857142857,1.0,1.0,0.9682539682539685,1.0,1.0,0.8571428571428573,1.0,0.9848484848484849,0.8636363636363633
723.0,0.9336734693877559,1.0,0.8095238095238095,1.0,1.0,0.9682539682539685,1.0,1.0,0.8285714285714288,1.0,0.9848484848484849,0.8636363636363633
