times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
41.0,0.9963768115942037,0.9473684210526316,1.0,0.9411764705882352,0.9722222222222221,0.9523809523809522,1.0,1.0,1.0,1.0,0.9444444444444446,1.0
51.0,0.9927536231884064,0.8947368421052634,1.0,0.8823529411764706,0.9722222222222221,0.9047619047619045,0.9090909090909092,1.0,1.0,0.9545454545454544,0.9444444444444446,1.0
71.0,0.9891304347826091,0.8947368421052634,1.0,0.8823529411764706,0.9722222222222221,0.9047619047619045,0.8181818181818182,1.0,1.0,0.9090909090909087,0.9444444444444446,0.996108949416342
77.0,0.9855072463768124,0.8421052631578948,0.962962962962963,0.8823529411764706,0.9444444444444446,0.9047619047619045,0.8181818181818182,0.9375000000000001,1.0,0.9090909090909087,0.888888888888889,0.996108949416342
110.0,0.9818840579710151,0.7894736842105264,0.962962962962963,0.8235294117647056,0.9444444444444446,0.9047619047619045,0.8181818181818182,0.9375000000000001,0.9939759036144571,0.9090909090909087,0.888888888888889,0.996108949416342
131.0,0.9782608695652181,0.7894736842105264,0.962962962962963,0.7647058823529411,0.9444444444444446,0.9047619047619045,0.7272727272727271,0.9375000000000001,0.9939759036144571,0.8636363636363633,0.888888888888889,0.9922178988326842
140.0,0.9746376811594206,0.7894736842105264,0.962962962962963,0.7058823529411764,0.9166666666666667,0.857142857142857,0.7272727272727271,0.9375000000000001,0.9939759036144571,0.8636363636363633,0.888888888888889,0.988326848249027
179.0,0.9710144927536234,0.7368421052631579,0.962962962962963,0.6470588235294118,0.9166666666666667,0.8095238095238095,0.7272727272727271,0.9375000000000001,0.9939759036144571,0.8636363636363633,0.888888888888889,0.988326848249027
186.0,0.9673913043478266,0.7368421052631579,0.962962962962963,0.6470588235294118,0.9166666666666667,0.8095238095238095,0.7272727272727271,0.9375000000000001,0.9939759036144571,0.8636363636363633,0.888888888888889,0.9844357976653695
191.0,0.9637681159420294,0.6842105263157896,0.962962962962963,0.5882352941176472,0.9166666666666667,0.7619047619047619,0.7272727272727271,0.9375000000000001,0.9879518072289155,0.8181818181818179,0.888888888888889,0.9844357976653695
198.0,0.9601449275362322,0.6842105263157896,0.962962962962963,0.5882352941176472,0.9166666666666667,0.7619047619047619,0.7272727272727271,0.9375000000000001,0.981927710843373,0.8181818181818179,0.888888888888889,0.9805447470817118
216.0,0.956521739130435,0.6315789473684212,0.9259259259259257,0.5882352941176472,0.888888888888889,0.7619047619047619,0.7272727272727271,0.8749999999999999,0.981927710843373,0.8181818181818179,0.8333333333333335,0.9805447470817118
223.0,0.9528985507246382,0.5789473684210528,0.9259259259259257,0.5294117647058824,0.888888888888889,0.7619047619047619,0.7272727272727271,0.8749999999999999,0.981927710843373,0.7727272727272726,0.8333333333333335,0.9805447470817118
264.0,0.9492753623188407,0.5263157894736844,0.9259259259259257,0.47058823529411753,0.888888888888889,0.7619047619047619,0.7272727272727271,0.8749999999999999,0.981927710843373,0.7272727272727271,0.8333333333333335,0.9805447470817118
304.0,0.9456521739130441,0.5263157894736844,0.9259259259259257,0.47058823529411753,0.888888888888889,0.7619047619047619,0.7272727272727271,0.8749999999999999,0.981927710843373,0.7272727272727271,0.8333333333333335,0.9766536964980538
321.0,0.9420289855072467,0.5263157894736844,0.9259259259259257,0.47058823529411753,0.888888888888889,0.7619047619047619,0.7272727272727271,0.8749999999999999,0.981927710843373,0.7272727272727271,0.8333333333333335,0.9727626459143962
