times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,0.9965217391304348,0.9890109890109893,1.0,1.0,0.98936170212766,0.9973474801061007,1.0,0.9,1.0,0.9921259842519685,1.0,1.0,1.0,0.9950980392156864,1.0,0.9931034482758624
6.0,0.9930434782608696,0.9780219780219781,1.0,1.0,0.98936170212766,0.9920424403183026,1.0,0.9,1.0,0.9921259842519685,1.0,1.0,1.0,0.9950980392156864,1.0,0.9931034482758624
7.0,0.9860869565217385,0.9560439560439563,1.0,1.0,0.9787234042553193,0.9867374005305035,0.9833333333333338,0.9,0.962962962962963,0.9842519685039375,0.9848484848484849,0.98936170212766,0.98,0.9803921568627451,0.9911504424778754,0.986206896551724
8.0,0.9843478260869565,0.9505494505494511,1.0,1.0,0.9787234042553193,0.9867374005305035,0.9833333333333338,0.9,0.962962962962963,0.9763779527559058,0.9848484848484849,0.9787234042553193,0.98,0.9803921568627451,0.9867256637168139,0.9827586206896555
9.0,0.982608695652174,0.9450549450549449,1.0,1.0,0.9787234042553193,0.9840848806366045,0.9833333333333338,0.9,0.962962962962963,0.9763779527559058,0.9848484848484849,0.9787234042553193,0.98,0.9803921568627451,0.9823008849557517,0.9827586206896555
10.0,0.9773913043478256,0.9285714285714287,1.0,1.0,0.9680851063829785,0.9814323607427051,0.9833333333333338,0.7999999999999997,0.9259259259259257,0.9606299212598428,0.9772727272727274,0.9680851063829785,0.9600000000000003,0.9705882352941179,0.9734513274336284,0.9793103448275865
11.0,0.9739130434782604,0.9175824175824181,1.0,1.0,0.9574468085106383,0.9787798408488061,0.9666666666666667,0.6999999999999998,0.9259259259259257,0.9527559055118113,0.9696969696969697,0.9574468085106383,0.9600000000000003,0.9656862745098043,0.9690265486725662,0.9758620689655174
12.0,0.9704347826086953,0.9065934065934065,1.0,1.0,0.9574468085106383,0.9734748010610083,0.9666666666666667,0.6999999999999998,0.9259259259259257,0.9527559055118113,0.9696969696969697,0.9574468085106383,0.9600000000000003,0.9656862745098043,0.9646017699115039,0.9758620689655174
14.0,0.9634782608695651,0.8846153846153849,1.0,1.0,0.9468085106382977,0.9681697612732094,0.9666666666666667,0.6999999999999998,0.9259259259259257,0.9527559055118113,0.9621212121212123,0.9574468085106383,0.94,0.9558823529411767,0.9601769911504423,0.9655172413793102
15.0,0.9599999999999994,0.8736263736263739,1.0,1.0,0.9468085106382977,0.9681697612732094,0.9666666666666667,0.6999999999999998,0.9259259259259257,0.9448818897637794,0.9621212121212123,0.9468085106382977,0.94,0.9558823529411767,0.9557522123893805,0.9620689655172413
18.0,0.9582608695652175,0.8681318681318684,1.0,1.0,0.9468085106382977,0.9655172413793102,0.9666666666666667,0.6999999999999998,0.9259259259259257,0.9448818897637794,0.9545454545454548,0.9468085106382977,0.94,0.9509803921568631,0.951327433628318,0.9620689655172413
19.0,0.9547826086956518,0.8571428571428573,1.0,1.0,0.9468085106382977,0.9628647214854107,0.9666666666666667,0.6999999999999998,0.9259259259259257,0.9448818897637794,0.9545454545454548,0.9468085106382977,0.94,0.9460784313725493,0.951327433628318,0.9551724137931036
20.0,0.9530434782608697,0.851648351648352,1.0,1.0,0.9468085106382977,0.9628647214854107,0.9666666666666667,0.6999999999999998,0.9259259259259257,0.9370078740157484,0.9545454545454548,0.9361702127659579,0.94,0.9460784313725493,0.946902654867256,0.9517241379310342
21.0,0.9495652173913042,0.8406593406593407,1.0,1.0,0.9361702127659579,0.9602122015915122,0.9500000000000004,0.6999999999999998,0.9259259259259257,0.9291338582677169,0.9469696969696976,0.9255319148936171,0.94,0.9362745098039219,0.9424778761061947,0.9448275862068969
22.0,0.9460869565217386,0.8296703296703298,1.0,1.0,0.9361702127659579,0.9575596816976122,0.9500000000000004,0.6999999999999998,0.9259259259259257,0.9291338582677169,0.9469696969696976,0.9255319148936171,0.94,0.9313725490196082,0.9424778761061947,0.9379310344827592
23.0,0.9373913043478262,0.8021978021978022,1.0,1.0,0.9148936170212763,0.9522546419098139,0.9166666666666672,0.6999999999999998,0.888888888888889,0.9212598425196853,0.9166666666666672,0.9042553191489364,0.9200000000000002,0.9166666666666672,0.9247787610619466,0.9241379310344827
24.0,0.9339130434782609,0.7912087912087914,1.0,1.0,0.9148936170212763,0.9469496021220155,0.9166666666666672,0.6999999999999998,0.888888888888889,0.9212598425196853,0.9166666666666672,0.9042553191489364,0.9200000000000002,0.9166666666666672,0.9247787610619466,0.920689655172414
25.0,0.932173913043478,0.7857142857142856,1.0,1.0,0.9042553191489364,0.9469496021220155,0.9000000000000004,0.5999999999999999,0.888888888888889,0.9133858267716535,0.9090909090909092,0.8936170212765956,0.9200000000000002,0.9117647058823536,0.9203539823008846,0.917241379310345
26.0,0.9252173913043478,0.7637362637362637,1.0,1.0,0.9042553191489364,0.9416445623342176,0.9000000000000004,0.5999999999999999,0.888888888888889,0.9055118110236222,0.8863636363636368,0.8936170212765956,0.9200000000000002,0.8970588235294125,0.9070796460176991,0.9034482758620688
28.0,0.923478260869565,0.7582417582417587,1.0,1.0,0.9042553191489364,0.9416445623342176,0.9000000000000004,0.5999999999999999,0.888888888888889,0.9055118110236222,0.8787878787878789,0.8936170212765956,0.9200000000000002,0.8921568627450981,0.9026548672566366,0.9000000000000004
29.0,0.9217391304347823,0.7527472527472531,1.0,1.0,0.8936170212765956,0.9416445623342176,0.8833333333333336,0.5999999999999999,0.8518518518518517,0.8976377952755908,0.8712121212121215,0.8829787234042556,0.9,0.8872549019607849,0.8982300884955747,0.9000000000000004
30.0,0.9182608695652171,0.741758241758242,1.0,1.0,0.8829787234042556,0.938992042440318,0.8833333333333336,0.5999999999999999,0.8518518518518517,0.8897637795275594,0.8636363636363641,0.8829787234042556,0.88,0.8774509803921571,0.8938053097345132,0.8931034482758619
31.0,0.9147826086956522,0.7307692307692308,1.0,1.0,0.8829787234042556,0.9336870026525195,0.8833333333333336,0.5999999999999999,0.8518518518518517,0.8897637795275594,0.8484848484848484,0.8829787234042556,0.88,0.8676470588235294,0.8849557522123888,0.8896551724137931
32.0,0.9113043478260866,0.7197802197802197,1.0,1.0,0.8723404255319152,0.9310344827586202,0.866666666666667,0.5999999999999999,0.814814814814815,0.8818897637795273,0.8409090909090909,0.8723404255319152,0.8600000000000001,0.8578431372549026,0.880530973451327,0.8827586206896552
33.0,0.9095652173913045,0.7142857142857143,1.0,1.0,0.8723404255319152,0.928381962864721,0.866666666666667,0.5999999999999999,0.814814814814815,0.8818897637795273,0.8409090909090909,0.8723404255319152,0.8600000000000001,0.8578431372549026,0.8761061946902652,0.8827586206896552
34.0,0.9078260869565219,0.7087912087912088,1.0,1.0,0.8723404255319152,0.925729442970822,0.866666666666667,0.5999999999999999,0.814814814814815,0.8818897637795273,0.8409090909090909,0.8723404255319152,0.8600000000000001,0.8529411764705885,0.8761061946902652,0.8827586206896552
35.0,0.9026086956521735,0.6923076923076924,1.0,1.0,0.8723404255319152,0.9204244031830239,0.866666666666667,0.5999999999999999,0.814814814814815,0.8818897637795273,0.8333333333333338,0.8723404255319152,0.8600000000000001,0.848039215686275,0.8716814159292032,0.879310344827586
36.0,0.8973913043478259,0.6758241758241756,1.0,1.0,0.8723404255319152,0.917771883289125,0.866666666666667,0.5999999999999999,0.814814814814815,0.874015748031496,0.8333333333333338,0.8617021276595749,0.8600000000000001,0.8431372549019608,0.8628318584070793,0.8724137931034485
37.0,0.893913043478261,0.6648351648351651,1.0,1.0,0.8723404255319152,0.9124668435013259,0.866666666666667,0.5999999999999999,0.814814814814815,0.874015748031496,0.8333333333333338,0.8617021276595749,0.8600000000000001,0.8382352941176476,0.8628318584070793,0.8689655172413795
38.0,0.8904347826086954,0.6538461538461542,1.0,1.0,0.8617021276595749,0.9098143236074265,0.8500000000000002,0.5999999999999999,0.814814814814815,0.8661417322834649,0.8257575757575758,0.8510638297872337,0.8600000000000001,0.8333333333333338,0.8584070796460175,0.8655172413793101
40.0,0.8886956521739128,0.6483516483516487,1.0,1.0,0.8617021276595749,0.9071618037135274,0.8500000000000002,0.5999999999999999,0.814814814814815,0.8661417322834649,0.8257575757575758,0.8510638297872337,0.8600000000000001,0.8333333333333338,0.8584070796460175,0.8620689655172411
43.0,0.88695652173913,0.6428571428571431,1.0,1.0,0.8617021276595749,0.9071618037135274,0.8500000000000002,0.5999999999999999,0.814814814814815,0.8661417322834649,0.8181818181818186,0.8510638297872337,0.8600000000000001,0.8284313725490199,0.8539823008849555,0.8586206896551724
44.0,0.88,0.6208791208791211,1.0,1.0,0.8510638297872337,0.9045092838196287,0.8333333333333335,0.5999999999999999,0.7777777777777778,0.8503937007874018,0.8106060606060606,0.8297872340425532,0.8400000000000002,0.8235294117647061,0.8407079646017697,0.8551724137931038
45.0,0.8747826086956519,0.6043956043956047,1.0,1.0,0.8510638297872337,0.8992042440318299,0.8333333333333335,0.5999999999999999,0.7777777777777778,0.8425196850393698,0.8106060606060606,0.8297872340425532,0.8200000000000002,0.8186274509803927,0.8407079646017697,0.8482758620689653
46.0,0.8695652173913039,0.5879120879120878,1.0,1.0,0.8297872340425532,0.896551724137931,0.8000000000000004,0.49999999999999983,0.7777777777777778,0.826771653543307,0.7954545454545454,0.8085106382978724,0.8200000000000002,0.8088235294117647,0.8318584070796458,0.8413793103448279
47.0,0.8643478260869565,0.5714285714285714,1.0,1.0,0.819148936170213,0.8938992042440316,0.7833333333333334,0.49999999999999983,0.7777777777777778,0.8188976377952755,0.787878787878788,0.7978723404255317,0.8200000000000002,0.7990196078431375,0.8230088495575222,0.83448275862069
48.0,0.862608695652174,0.5659340659340661,1.0,1.0,0.819148936170213,0.8912466843501324,0.7833333333333334,0.49999999999999983,0.7777777777777778,0.8188976377952755,0.787878787878788,0.7978723404255317,0.8200000000000002,0.7990196078431375,0.8230088495575222,0.83448275862069
50.0,0.8608695652173911,0.5604395604395603,1.0,1.0,0.819148936170213,0.8885941644562332,0.7833333333333334,0.49999999999999983,0.7777777777777778,0.8188976377952755,0.787878787878788,0.7978723404255317,0.8200000000000002,0.7990196078431375,0.8185840707964596,0.83448275862069
51.0,0.8539130434782605,0.5384615384615388,1.0,1.0,0.819148936170213,0.8806366047745354,0.7833333333333334,0.3999999999999999,0.7777777777777778,0.8110236220472442,0.787878787878788,0.7978723404255317,0.8,0.7990196078431375,0.8141592920353982,0.8275862068965517
52.0,0.8521739130434778,0.5329670329670331,1.0,1.0,0.819148936170213,0.8779840848806365,0.7833333333333334,0.3999999999999999,0.7777777777777778,0.8110236220472442,0.7803030303030306,0.7978723404255317,0.8,0.7941176470588235,0.8097345132743363,0.8275862068965517
53.0,0.8486956521739132,0.521978021978022,1.0,1.0,0.8085106382978724,0.8753315649867371,0.7833333333333334,0.3999999999999999,0.7777777777777778,0.8110236220472442,0.7803030303030306,0.7978723404255317,0.8,0.7941176470588235,0.8053097345132739,0.8241379310344832
54.0,0.8434782608695651,0.5054945054945057,1.0,1.0,0.8085106382978724,0.8726790450928381,0.7833333333333334,0.3999999999999999,0.7407407407407406,0.8031496062992123,0.7803030303030306,0.7872340425531918,0.78,0.7892156862745101,0.7964601769911502,0.8172413793103451
55.0,0.8417391304347828,0.49999999999999994,1.0,1.0,0.8085106382978724,0.8700265251989392,0.7833333333333334,0.3999999999999999,0.7407407407407406,0.8031496062992123,0.7803030303030306,0.7872340425531918,0.78,0.7892156862745101,0.7920353982300882,0.8137931034482763
56.0,0.8365217391304345,0.4835164835164838,1.0,1.0,0.7872340425531918,0.8673740053050397,0.7666666666666669,0.3,0.7407407407407406,0.78740157480315,0.7727272727272726,0.776595744680851,0.76,0.7794117647058826,0.7876106194690262,0.8068965517241382
57.0,0.8313043478260871,0.4670329670329672,1.0,1.0,0.7553191489361702,0.8673740053050397,0.7333333333333334,0.19999999999999998,0.7037037037037035,0.7637795275590552,0.7575757575757581,0.7553191489361702,0.74,0.7647058823529415,0.7787610619469021,0.7965517241379308
58.0,0.8278260869565218,0.4560439560439563,1.0,1.0,0.7446808510638301,0.8647214854111406,0.7166666666666668,0.09999999999999998,0.6666666666666665,0.7559055118110236,0.7500000000000001,0.7446808510638301,0.72,0.7598039215686279,0.7743362831858408,0.7931034482758623
59.0,0.8243478260869567,0.4450549450549453,1.0,1.0,0.7446808510638301,0.8620689655172411,0.7166666666666668,0.09999999999999998,0.6666666666666665,0.7480314960629921,0.7500000000000001,0.7446808510638301,0.72,0.7598039215686279,0.7699115044247785,0.7896551724137935
60.0,0.8226086956521734,0.4395604395604395,1.0,1.0,0.7446808510638301,0.8594164456233417,0.7166666666666668,0.09999999999999998,0.6666666666666665,0.7480314960629921,0.7500000000000001,0.7446808510638301,0.72,0.7598039215686279,0.7699115044247785,0.7896551724137935
61.0,0.8208695652173909,0.4395604395604395,1.0,1.0,0.7446808510638301,0.8567639257294428,0.7166666666666668,0.09999999999999998,0.6666666666666665,0.7480314960629921,0.7500000000000001,0.7446808510638301,0.72,0.7598039215686279,0.7699115044247785,0.7862068965517245
62.0,0.8191304347826085,0.4395604395604395,1.0,1.0,0.7446808510638301,0.8567639257294428,0.7166666666666668,0.09999999999999998,0.6666666666666665,0.7401574803149606,0.7500000000000001,0.7446808510638301,0.72,0.7598039215686279,0.7699115044247785,0.7827586206896554
65.0,0.8121739130434782,0.4230769230769233,1.0,1.0,0.7234042553191492,0.8514588859416444,0.7000000000000003,0.09999999999999998,0.6666666666666665,0.7244094488188978,0.7424242424242429,0.7340425531914896,0.72,0.7450980392156865,0.7610619469026544,0.7689655172413795
67.0,0.8104347826086952,0.41758241758241765,1.0,1.0,0.7234042553191492,0.8488063660477451,0.7000000000000003,0.09999999999999998,0.6666666666666665,0.7244094488188978,0.7424242424242429,0.7340425531914896,0.72,0.7450980392156865,0.7610619469026544,0.7689655172413795
68.0,0.8069565217391302,0.41208791208791207,1.0,1.0,0.7234042553191492,0.8461538461538459,0.7000000000000003,0.09999999999999998,0.6666666666666665,0.716535433070866,0.7424242424242429,0.7340425531914896,0.72,0.7450980392156865,0.7610619469026544,0.7689655172413795
69.0,0.8034782608695649,0.40659340659340687,1.0,1.0,0.7234042553191492,0.8408488063660474,0.7000000000000003,0.09999999999999998,0.6666666666666665,0.716535433070866,0.7424242424242429,0.7340425531914896,0.72,0.7450980392156865,0.756637168141593,0.7655172413793103
70.0,0.8,0.40659340659340687,1.0,1.0,0.7127659574468084,0.8381962864721486,0.7000000000000003,0.09999999999999998,0.6666666666666665,0.7086614173228347,0.7348484848484851,0.7340425531914896,0.7,0.7352941176470589,0.7522123893805309,0.7586206896551728
71.0,0.7965217391304349,0.40659340659340687,1.0,1.0,0.7127659574468084,0.8328912466843498,0.7000000000000003,0.09999999999999998,0.6666666666666665,0.7086614173228347,0.7348484848484851,0.7340425531914896,0.7,0.7303921568627454,0.7522123893805309,0.7586206896551728
72.0,0.7947826086956523,0.40659340659340687,1.0,1.0,0.7127659574468084,0.8302387267904506,0.7000000000000003,0.09999999999999998,0.6666666666666665,0.7086614173228347,0.7348484848484851,0.7340425531914896,0.7,0.7254901960784313,0.7522123893805309,0.7586206896551728
73.0,0.7913043478260866,0.4010989010989011,1.0,1.0,0.7127659574468084,0.8249336870026522,0.7000000000000003,0.09999999999999998,0.6666666666666665,0.7086614173228347,0.7272727272727274,0.7340425531914896,0.7,0.715686274509804,0.7477876106194687,0.7517241379310344
