times,population,R0,R1,R2
0.0,1.0,1.0,1.0,1.0
1.0,0.9840000000000001,0.9253731343283587,0.9806451612903225,0.9855072463768115
2.0,0.9680000000000007,0.8955223880597015,0.9612903225806451,0.9710144927536226
3.0,0.9620000000000002,0.8656716417910448,0.9419354838709675,0.9710144927536226
4.0,0.958,0.8507462686567168,0.9354838709677415,0.9681159420289855
5.0,0.9540000000000006,0.8507462686567168,0.9290322580645161,0.9652173913043475
6.0,0.944,0.8059701492537317,0.9096774193548387,0.959420289855072
7.0,0.932,0.776119402985075,0.8774193548387098,0.9565217391304341
10.0,0.9260000000000003,0.776119402985075,0.8645161290322577,0.9536231884057967
11.0,0.9180000000000004,0.7462686567164181,0.8516129032258061,0.9478260869565214
14.0,0.9140000000000007,0.7164179104477616,0.8387096774193545,0.9478260869565214
16.0,0.9120000000000006,0.701492537313433,0.8322580645161287,0.9478260869565214
17.0,0.9080000000000006,0.701492537313433,0.8322580645161287,0.9420289855072458
18.0,0.9020000000000006,0.701492537313433,0.8193548387096772,0.9391304347826079
19.0,0.8960000000000001,0.6567164179104479,0.806451612903226,0.9362318840579705
20.0,0.8920000000000005,0.6417910447761196,0.7935483870967738,0.9362318840579705
22.0,0.8880000000000002,0.6268656716417913,0.7870967741935484,0.9333333333333331
26.0,0.8860000000000003,0.6268656716417913,0.7806451612903227,0.9333333333333331
31.0,0.884,0.611940298507463,0.7741935483870965,0.9333333333333331
32.0,0.88,0.611940298507463,0.7612903225806453,0.9333333333333331
33.0,0.8740000000000001,0.5820895522388061,0.7612903225806453,0.9246376811594197
34.0,0.8720000000000002,0.5820895522388061,0.7548387096774194,0.9246376811594197
37.0,0.8700000000000003,0.5820895522388061,0.7483870967741933,0.9246376811594197
42.0,0.8680000000000005,0.5820895522388061,0.7483870967741933,0.9217391304347823
46.0,0.8660000000000001,0.5820895522388061,0.7483870967741933,0.9188405797101442
49.0,0.8640000000000007,0.5820895522388061,0.7419354838709677,0.9188405797101442
52.0,0.862,0.5671641791044777,0.7419354838709677,0.915942028985507
53.0,0.8600000000000001,0.5671641791044777,0.7354838709677419,0.915942028985507
55.0,0.8580000000000003,0.5671641791044777,0.7354838709677419,0.9130434782608692
57.0,0.8540000000000005,0.5671641791044777,0.72258064516129,0.9130434782608692
60.0,0.8520000000000006,0.5671641791044777,0.72258064516129,0.9101449275362312
61.0,0.8500000000000005,0.5671641791044777,0.7161290322580642,0.9101449275362312
62.0,0.8480000000000002,0.5522388059701494,0.7161290322580642,0.9072463768115936
64.0,0.8440000000000005,0.537313432835821,0.7161290322580642,0.9014492753623182
69.0,0.8400000000000002,0.537313432835821,0.7032258064516126,0.9014492753623182
76.0,0.838,0.537313432835821,0.7032258064516126,0.898550724637681
81.0,0.8360000000000003,0.537313432835821,0.7032258064516126,0.8956521739130434
83.0,0.8340000000000003,0.537313432835821,0.7032258064516126,0.892753623188405
88.0,0.8320000000000003,0.537313432835821,0.7032258064516126,0.8898550724637675
91.0,0.83,0.537313432835821,0.6967741935483871,0.8898550724637675
93.0,0.8280000000000001,0.537313432835821,0.6967741935483871,0.88695652173913
95.0,0.8260000000000006,0.537313432835821,0.6967741935483871,0.8840579710144926
97.0,0.8240000000000005,0.5223880597014926,0.6967741935483871,0.8811594202898548
100.0,0.822,0.5223880597014926,0.6903225806451609,0.8811594202898548
101.0,0.8200000000000006,0.5223880597014926,0.6838709677419352,0.8811594202898548
108.0,0.8180000000000006,0.5223880597014926,0.6774193548387094,0.8811594202898548
109.0,0.8160000000000001,0.5074626865671644,0.6709677419354837,0.8811594202898548
113.0,0.814,0.5074626865671644,0.6709677419354837,0.8782608695652168
116.0,0.8120000000000002,0.5074626865671644,0.6709677419354837,0.8753623188405794
117.0,0.8099999999999999,0.5074626865671644,0.6709677419354837,0.8724637681159414
118.0,0.8080000000000006,0.49253731343283597,0.6709677419354837,0.8695652173913039
129.0,0.8059999999999999,0.4776119402985076,0.664516129032258,0.8695652173913039
132.0,0.8040000000000003,0.4776119402985076,0.6580645161290319,0.8695652173913039
134.0,0.8020000000000004,0.4626865671641793,0.6516129032258065,0.8695652173913039
135.0,0.8,0.4626865671641793,0.6451612903225808,0.8695652173913039
137.0,0.7980000000000005,0.44776119402985093,0.6451612903225808,0.8666666666666667
140.0,0.7940000000000005,0.4328358208955226,0.6387096774193547,0.8637681159420287
143.0,0.7920000000000003,0.4328358208955226,0.6322580645161292,0.8637681159420287
145.0,0.7900000000000004,0.4328358208955226,0.6322580645161292,0.8608695652173911
146.0,0.7880000000000004,0.4328358208955226,0.6258064516129032,0.8608695652173911
151.0,0.7860000000000003,0.4328358208955226,0.6193548387096772,0.8608695652173911
166.0,0.784,0.4328358208955226,0.6129032258064515,0.8608695652173911
169.0,0.7800000000000004,0.4179104477611941,0.6064516129032257,0.857971014492753
187.0,0.7760000000000004,0.4179104477611941,0.6000000000000001,0.8550724637681159
192.0,0.7740000000000004,0.4179104477611941,0.6000000000000001,0.8521739130434778
197.0,0.7720000000000004,0.40298507462686584,0.6000000000000001,0.8492753623188405
200.0,0.7700000000000006,0.3880597014925375,0.5935483870967742,0.8492753623188405
226.0,0.7680000000000002,0.3880597014925375,0.5870967741935481,0.8492753623188405
233.0,0.766,0.3880597014925375,0.5870967741935481,0.8463768115942025
235.0,0.7640000000000003,0.3880597014925375,0.5870967741935481,0.8434782608695651
259.0,0.7600000000000003,0.37313432835820903,0.5806451612903225,0.840579710144927
269.0,0.7580000000000002,0.37313432835820903,0.5806451612903225,0.8376811594202896
274.0,0.7560000000000004,0.37313432835820903,0.5741935483870966,0.8376811594202896
287.0,0.7540000000000003,0.37313432835820903,0.5677419354838711,0.8376811594202896
289.0,0.7520000000000003,0.37313432835820903,0.5677419354838711,0.834782608695652
295.0,0.7500000000000001,0.35820895522388074,0.561290322580645,0.834782608695652
297.0,0.7460000000000006,0.35820895522388074,0.554838709677419,0.8318840579710144
312.0,0.744,0.34328358208955234,0.5483870967741936,0.8318840579710144
313.0,0.7420000000000001,0.32835820895522405,0.5419354838709676,0.8318840579710144
321.0,0.74,0.32835820895522405,0.5354838709677421,0.8318840579710144
328.0,0.7380000000000001,0.32835820895522405,0.5290322580645161,0.8318840579710144
343.0,0.7360000000000004,0.32835820895522405,0.5225806451612904,0.8318840579710144
345.0,0.7340000000000005,0.32835820895522405,0.5161290322580643,0.8318840579710144
354.0,0.732,0.32835820895522405,0.5096774193548387,0.8318840579710144
358.0,0.7300000000000002,0.32835820895522405,0.5096774193548387,0.8289855072463763
359.0,0.726,0.32835820895522405,0.49677419354838714,0.8289855072463763
363.0,0.7240000000000005,0.31343283582089565,0.49677419354838714,0.826086956521739
368.0,0.7240000000000005,0.31343283582089565,0.49677419354838714,0.826086956521739
371.0,0.7240000000000005,0.31343283582089565,0.49677419354838714,0.826086956521739
373.0,0.7240000000000005,0.31343283582089565,0.49677419354838714,0.826086956521739
376.0,0.7240000000000005,0.31343283582089565,0.49677419354838714,0.826086956521739
382.0,0.7219605633802819,0.31343283582089565,0.49677419354838714,0.8231366459627328
385.0,0.7199211267605636,0.29850746268656725,0.49677419354838714,0.8201863354037267
386.0,0.7199211267605636,0.29850746268656725,0.49677419354838714,0.8201863354037267
390.0,0.7199211267605636,0.29850746268656725,0.49677419354838714,0.8201863354037267
392.0,0.7178642092555336,0.29850746268656725,0.49677419354838714,0.8172038396386221
397.0,0.7158072917505036,0.29850746268656725,0.490150537634409,0.8172038396386221
398.0,0.7158072917505036,0.29850746268656725,0.490150537634409,0.8172038396386221
399.0,0.7158072917505036,0.29850746268656725,0.490150537634409,0.8172038396386221
400.0,0.7158072917505036,0.29850746268656725,0.490150537634409,0.8172038396386221
403.0,0.7158072917505036,0.29850746268656725,0.490150537634409,0.8172038396386221
405.0,0.7137142879734558,0.29850746268656725,0.490150537634409,0.8141771587510714
406.0,0.7116212841964077,0.28358208955223885,0.490150537634409,0.8111504778635209
407.0,0.7116212841964077,0.28358208955223885,0.490150537634409,0.8111504778635209
408.0,0.7116212841964077,0.28358208955223885,0.490150537634409,0.8111504778635209
411.0,0.7116212841964077,0.28358208955223885,0.490150537634409,0.8111504778635209
412.0,0.7116212841964077,0.28358208955223885,0.490150537634409,0.8111504778635209
416.0,0.7116212841964077,0.28358208955223885,0.490150537634409,0.8111504778635209
418.0,0.7116212841964077,0.28358208955223885,0.490150537634409,0.8111504778635209
