times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,0.9940476190476195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11.0,0.9880952380952387,1.0,0.9473684210526316,0.9,0.9743589743589743,0.9411764705882352,1.0,1.0,1.0,0.9903846153846156,1.0,1.0
12.0,0.982142857142857,0.9090909090909092,0.8947368421052634,0.7999999999999997,0.9487179487179488,0.8823529411764706,1.0,1.0,0.9285714285714287,0.9807692307692305,1.0,1.0
13.0,0.9761904761904767,0.8181818181818182,0.8421052631578948,0.6999999999999998,0.9230769230769231,0.8235294117647056,0.9090909090909092,1.0,0.8571428571428573,0.9711538461538466,0.9811320754716981,0.9411764705882352
15.0,0.9702380952380953,0.8181818181818182,0.8421052631578948,0.6999999999999998,0.9230769230769231,0.8235294117647056,0.9090909090909092,1.0,0.7857142857142859,0.9615384615384621,0.962264150943396,0.9411764705882352
26.0,0.964285714285714,0.8181818181818182,0.7894736842105264,0.5999999999999999,0.8974358974358974,0.8235294117647056,0.8181818181818182,1.0,0.7142857142857146,0.951923076923077,0.9433962264150941,0.8823529411764706
30.0,0.9583333333333336,0.8181818181818182,0.7368421052631579,0.49999999999999983,0.871794871794872,0.8235294117647056,0.7272727272727271,0.9230769230769231,0.7142857142857146,0.9423076923076928,0.9245283018867922,0.8235294117647056
31.0,0.9523809523809522,0.8181818181818182,0.7368421052631579,0.49999999999999983,0.871794871794872,0.8235294117647056,0.7272727272727271,0.9230769230769231,0.7142857142857146,0.9326923076923078,0.9245283018867922,0.8235294117647056
53.0,0.9404761904761907,0.7272727272727271,0.7368421052631579,0.49999999999999983,0.8461538461538463,0.7647058823529411,0.7272727272727271,0.9230769230769231,0.7142857142857146,0.9134615384615385,0.9245283018867922,0.8235294117647056
54.0,0.9345238095238093,0.7272727272727271,0.6842105263157896,0.3999999999999999,0.8205128205128206,0.7647058823529411,0.6363636363636362,0.8461538461538463,0.7142857142857146,0.903846153846154,0.9056603773584907,0.7647058823529411
59.0,0.9285714285714287,0.7272727272727271,0.6842105263157896,0.3999999999999999,0.8205128205128206,0.7647058823529411,0.5454545454545454,0.7692307692307694,0.7142857142857146,0.8942307692307697,0.8867924528301884,0.7058823529411764
60.0,0.9166666666666672,0.7272727272727271,0.6842105263157896,0.3999999999999999,0.8205128205128206,0.7647058823529411,0.5454545454545454,0.7692307692307694,0.7142857142857146,0.8846153846153849,0.8867924528301884,0.7058823529411764
61.0,0.9107142857142857,0.7272727272727271,0.6842105263157896,0.3999999999999999,0.794871794871795,0.7647058823529411,0.5454545454545454,0.7692307692307694,0.6428571428571431,0.8846153846153849,0.8679245283018867,0.7058823529411764
62.0,0.904761904761905,0.7272727272727271,0.6842105263157896,0.3999999999999999,0.794871794871795,0.7647058823529411,0.5454545454545454,0.7692307692307694,0.6428571428571431,0.8846153846153849,0.8679245283018867,0.7058823529411764
65.0,0.898809523809524,0.7272727272727271,0.6842105263157896,0.3999999999999999,0.7692307692307694,0.7058823529411764,0.5454545454545454,0.7692307692307694,0.6428571428571431,0.8749999999999999,0.8679245283018867,0.7058823529411764
79.0,0.8928571428571428,0.7272727272727271,0.6842105263157896,0.3999999999999999,0.7692307692307694,0.7058823529411764,0.5454545454545454,0.7692307692307694,0.6428571428571431,0.8749999999999999,0.8679245283018867,0.7058823529411764
81.0,0.8869047619047621,0.7272727272727271,0.6842105263157896,0.3999999999999999,0.7692307692307694,0.7058823529411764,0.5454545454545454,0.7692307692307694,0.6428571428571431,0.8749999999999999,0.8490566037735847,0.7058823529411764
88.0,0.8809523809523808,0.7272727272727271,0.6842105263157896,0.3999999999999999,0.7692307692307694,0.7058823529411764,0.5454545454545454,0.7692307692307694,0.6428571428571431,0.8653846153846155,0.8490566037735847,0.7058823529411764
92.0,0.8749999999999999,0.7272727272727271,0.6842105263157896,0.3999999999999999,0.7692307692307694,0.7058823529411764,0.5454545454545454,0.7692307692307694,0.6428571428571431,0.8557692307692307,0.8301886792452828,0.7058823529411764
93.0,0.8690476190476191,0.7272727272727271,0.6315789473684212,0.3,0.7435897435897437,0.7058823529411764,0.5454545454545454,0.7692307692307694,0.6428571428571431,0.8461538461538466,0.8301886792452828,0.7058823529411764
95.0,0.8571428571428573,0.6363636363636362,0.5789473684210528,0.3,0.717948717948718,0.6470588235294118,0.5454545454545454,0.7692307692307694,0.6428571428571431,0.8365384615384617,0.811320754716981,0.6470588235294118
105.0,0.8571428571428573,0.6363636363636362,0.5789473684210528,0.3,0.717948717948718,0.6470588235294118,0.5454545454545454,0.7692307692307694,0.6428571428571431,0.8365384615384617,0.811320754716981,0.6470588235294118
107.0,0.8511488511488517,0.6363636363636362,0.5789473684210528,0.3,0.6913580246913581,0.6470588235294118,0.5454545454545454,0.7692307692307694,0.6428571428571431,0.8365384615384617,0.7920035938903862,0.6470588235294118
110.0,0.8451548451548457,0.6363636363636362,0.5789473684210528,0.3,0.6913580246913581,0.6470588235294118,0.5454545454545454,0.7692307692307694,0.6428571428571431,0.8269230769230768,0.7726864330637913,0.6470588235294118
