times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6.0,0.9943181818181827,0.9,0.9545454545454544,1.0,0.9230769230769231,0.9230769230769231,1.0,1.0,0.9090909090909092,1.0,1.0,1.0,1.0,0.9090909090909092
7.0,0.9886363636363641,0.9,0.9090909090909087,1.0,0.9230769230769231,0.8461538461538463,1.0,1.0,0.9090909090909092,1.0,0.9333333333333331,0.9615384615384612,0.9333333333333331,0.9090909090909092
31.0,0.9829545454545462,0.9,0.9090909090909087,0.9818181818181817,0.9230769230769231,0.8461538461538463,1.0,1.0,0.9090909090909092,0.9166666666666667,0.8666666666666667,0.9230769230769231,0.8666666666666667,0.9090909090909092
32.0,0.9772727272727274,0.9,0.9090909090909087,0.9818181818181817,0.9230769230769231,0.8461538461538463,1.0,0.9,0.9090909090909092,0.9166666666666667,0.8,0.8846153846153845,0.8,0.9090909090909092
39.0,0.97159090909091,0.9,0.9090909090909087,0.9636363636363635,0.9230769230769231,0.8461538461538463,1.0,0.9,0.9090909090909092,0.9166666666666667,0.8,0.8846153846153845,0.8,0.9090909090909092
61.0,0.9602272727272732,0.7999999999999997,0.8636363636363633,0.9454545454545454,0.8461538461538463,0.7692307692307694,1.0,0.9,0.8181818181818182,0.9166666666666667,0.8,0.8846153846153845,0.8,0.8181818181818182
277.0,0.9545454545454548,0.6999999999999998,0.8181818181818179,0.9454545454545454,0.7692307692307694,0.6923076923076924,1.0,0.9,0.7272727272727271,0.9166666666666667,0.7333333333333334,0.8461538461538463,0.8,0.7272727272727271
362.0,0.948863636363637,0.6999999999999998,0.8181818181818179,0.9454545454545454,0.7692307692307694,0.6923076923076924,1.0,0.9,0.7272727272727271,0.9166666666666667,0.7333333333333334,0.8461538461538463,0.8,0.7272727272727271
370.0,0.943181818181819,0.6999999999999998,0.8181818181818179,0.927272727272727,0.7692307692307694,0.6923076923076924,1.0,0.9,0.7272727272727271,0.9166666666666667,0.7333333333333334,0.8461538461538463,0.8,0.7272727272727271
518.0,0.9375000000000001,0.6999999999999998,0.8181818181818179,0.9090909090909087,0.7692307692307694,0.6923076923076924,1.0,0.9,0.7272727272727271,0.9166666666666667,0.7333333333333334,0.8461538461538463,0.8,0.7272727272727271
533.0,0.9318181818181825,0.6999999999999998,0.8181818181818179,0.8909090909090905,0.7692307692307694,0.6923076923076924,1.0,0.9,0.7272727272727271,0.9166666666666667,0.7333333333333334,0.8461538461538463,0.8,0.7272727272727271
563.0,0.926136363636364,0.6999999999999998,0.7727272727272726,0.8909090909090905,0.7692307692307694,0.6153846153846153,1.0,0.9,0.7272727272727271,0.9166666666666667,0.6666666666666669,0.8076923076923076,0.7333333333333334,0.7272727272727271
566.0,0.9204545454545454,0.5999999999999999,0.7272727272727271,0.8909090909090905,0.6923076923076924,0.5384615384615384,1.0,0.9,0.6363636363636362,0.9166666666666667,0.6666666666666669,0.8076923076923076,0.7333333333333334,0.6363636363636362
652.0,0.9147727272727277,0.5999999999999999,0.7272727272727271,0.8727272727272727,0.6923076923076924,0.5384615384615384,1.0,0.7999999999999997,0.6363636363636362,0.8333333333333335,0.6666666666666669,0.769230769230769,0.6666666666666669,0.6363636363636362
748.0,0.9090909090909092,0.5999999999999999,0.6818181818181817,0.8727272727272727,0.6923076923076924,0.4615384615384615,1.0,0.6999999999999998,0.6363636363636362,0.8333333333333335,0.6666666666666669,0.7307692307692306,0.6000000000000001,0.6363636363636362
779.0,0.9034090909090913,0.5999999999999999,0.6818181818181817,0.8727272727272727,0.6923076923076924,0.4615384615384615,1.0,0.6999999999999998,0.6363636363636362,0.8333333333333335,0.6666666666666669,0.7307692307692306,0.6000000000000001,0.6363636363636362
791.0,0.8977272727272732,0.49999999999999983,0.6363636363636361,0.8727272727272727,0.6153846153846153,0.3846153846153846,1.0,0.5999999999999999,0.5454545454545454,0.7500000000000001,0.6000000000000001,0.6923076923076922,0.6000000000000001,0.5454545454545454
809.0,0.8920454545454546,0.49999999999999983,0.6363636363636361,0.8727272727272727,0.6153846153846153,0.3846153846153846,0.9761904761904763,0.49999999999999983,0.5454545454545454,0.7500000000000001,0.5333333333333332,0.6538461538461539,0.5333333333333332,0.5454545454545454
845.0,0.8863636363636368,0.3999999999999999,0.6363636363636361,0.8545454545454542,0.5384615384615384,0.3846153846153846,0.9761904761904763,0.49999999999999983,0.4545454545454544,0.6666666666666665,0.4666666666666666,0.6153846153846153,0.5333333333333332,0.4545454545454544
1005.0,0.8806818181818187,0.3999999999999999,0.6363636363636361,0.8545454545454542,0.5384615384615384,0.3846153846153846,0.9523809523809522,0.49999999999999983,0.4545454545454544,0.6666666666666665,0.4666666666666666,0.6153846153846153,0.5333333333333332,0.4545454545454544
1135.0,0.8750000000000007,0.3999999999999999,0.6363636363636361,0.8363636363636362,0.5384615384615384,0.3846153846153846,0.9523809523809522,0.49999999999999983,0.4545454545454544,0.6666666666666665,0.4666666666666666,0.6153846153846153,0.5333333333333332,0.4545454545454544
1369.0,0.869318181818182,0.3999999999999999,0.6363636363636361,0.8181818181818179,0.5384615384615384,0.3846153846153846,0.9523809523809522,0.49999999999999983,0.4545454545454544,0.6666666666666665,0.4666666666666666,0.6153846153846153,0.5333333333333332,0.4545454545454544
1392.0,0.8636363636363641,0.3999999999999999,0.6363636363636361,0.7999999999999997,0.5384615384615384,0.3846153846153846,0.9523809523809522,0.49999999999999983,0.4545454545454544,0.6666666666666665,0.4666666666666666,0.6153846153846153,0.5333333333333332,0.4545454545454544
1589.0,0.8579545454545457,0.3999999999999999,0.6363636363636361,0.7999999999999997,0.5384615384615384,0.3846153846153846,0.9523809523809522,0.49999999999999983,0.4545454545454544,0.6666666666666665,0.4666666666666666,0.6153846153846153,0.5333333333333332,0.4545454545454544
1625.0,0.8522727272727274,0.3999999999999999,0.6363636363636361,0.7818181818181816,0.5384615384615384,0.3846153846153846,0.9523809523809522,0.3999999999999999,0.4545454545454544,0.5833333333333333,0.39999999999999997,0.5769230769230769,0.5333333333333332,0.4545454545454544
1673.0,0.8465909090909095,0.3999999999999999,0.6363636363636361,0.7818181818181816,0.5384615384615384,0.3846153846153846,0.9523809523809522,0.3999999999999999,0.4545454545454544,0.5833333333333333,0.39999999999999997,0.5769230769230769,0.5333333333333332,0.4545454545454544
1674.0,0.8409090909090909,0.3999999999999999,0.5909090909090908,0.7818181818181816,0.5384615384615384,0.3846153846153846,0.9523809523809522,0.3999999999999999,0.4545454545454544,0.5833333333333333,0.39999999999999997,0.5769230769230769,0.5333333333333332,0.4545454545454544
1706.0,0.8352272727272728,0.3999999999999999,0.5909090909090908,0.7636363636363636,0.5384615384615384,0.3846153846153846,0.9523809523809522,0.3999999999999999,0.4545454545454544,0.5833333333333333,0.39999999999999997,0.5769230769230769,0.5333333333333332,0.4545454545454544
1711.0,0.8295454545454548,0.3999999999999999,0.5909090909090908,0.7636363636363636,0.5384615384615384,0.3846153846153846,0.9523809523809522,0.3999999999999999,0.4545454545454544,0.5833333333333333,0.39999999999999997,0.5769230769230769,0.5333333333333332,0.4545454545454544
1781.0,0.8238636363636366,0.3,0.5909090909090908,0.7454545454545454,0.4615384615384615,0.3846153846153846,0.9523809523809522,0.3999999999999999,0.4545454545454544,0.5833333333333333,0.39999999999999997,0.5769230769230769,0.5333333333333332,0.3636363636363636
1815.0,0.8181818181818186,0.3,0.5454545454545454,0.7454545454545454,0.4615384615384615,0.30769230769230765,0.9523809523809522,0.3999999999999999,0.4545454545454544,0.5833333333333333,0.39999999999999997,0.5769230769230769,0.5333333333333332,0.3636363636363636
1851.0,0.8125000000000001,0.3,0.5454545454545454,0.7272727272727271,0.4615384615384615,0.30769230769230765,0.9523809523809522,0.3999999999999999,0.4545454545454544,0.5833333333333333,0.39999999999999997,0.5769230769230769,0.5333333333333332,0.3636363636363636
2006.0,0.8068181818181822,0.3,0.5454545454545454,0.7090909090909088,0.4615384615384615,0.30769230769230765,0.9523809523809522,0.3999999999999999,0.4545454545454544,0.5833333333333333,0.39999999999999997,0.5769230769230769,0.5333333333333332,0.3636363636363636
2016.0,0.8011363636363641,0.3,0.49999999999999994,0.7090909090909088,0.4615384615384615,0.23076923076923078,0.9523809523809522,0.3999999999999999,0.4545454545454544,0.5833333333333333,0.39999999999999997,0.5769230769230769,0.5333333333333332,0.3636363636363636
2099.0,0.7954545454545454,0.19999999999999998,0.45454545454545453,0.7090909090909088,0.3846153846153846,0.15384615384615385,0.9523809523809522,0.3999999999999999,0.3636363636363636,0.49999999999999994,0.3333333333333333,0.5384615384615383,0.5333333333333332,0.2727272727272727
2223.0,0.7840909090909097,0.09999999999999998,0.40909090909090906,0.7090909090909088,0.30769230769230765,0.07692307692307693,0.9523809523809522,0.3999999999999999,0.2727272727272727,0.49999999999999994,0.3333333333333333,0.5384615384615383,0.5333333333333332,0.18181818181818182
2236.0,0.7784090909090914,0.09999999999999998,0.40909090909090906,0.7090909090909088,0.30769230769230765,0.07692307692307693,0.9285714285714284,0.3999999999999999,0.2727272727272727,0.49999999999999994,0.3333333333333333,0.5384615384615383,0.5333333333333332,0.18181818181818182
2339.0,0.7727272727272733,0.09999999999999998,0.40909090909090906,0.6909090909090907,0.30769230769230765,0.07692307692307693,0.9285714285714284,0.3999999999999999,0.2727272727272727,0.49999999999999994,0.3333333333333333,0.5384615384615383,0.5333333333333332,0.18181818181818182
2400.0,0.767045454545455,0.09999999999999998,0.40909090909090906,0.6727272727272725,0.30769230769230765,0.07692307692307693,0.9285714285714284,0.3999999999999999,0.2727272727272727,0.49999999999999994,0.3333333333333333,0.5384615384615383,0.5333333333333332,0.18181818181818182
