times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.9854014598540146,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9,0.9428571428571431
2.0,0.9781021897810215,0.9090909090909092,0.9666666666666667,0.9333333333333331,1.0,0.9791666666666663,0.7999999999999997,0.9444444444444446,1.0,0.9,0.9428571428571431
3.0,0.970802919708029,0.9090909090909092,0.9333333333333331,0.9333333333333331,1.0,0.9791666666666663,0.7999999999999997,0.9444444444444446,0.962962962962963,0.9,0.9428571428571431
4.0,0.9635036496350361,0.9090909090909092,0.9,0.9333333333333331,0.9696969696969697,0.9583333333333331,0.7999999999999997,0.9444444444444446,0.962962962962963,0.9,0.9428571428571431
7.0,0.9416058394160581,0.9090909090909092,0.8666666666666667,0.8666666666666667,0.9393939393939394,0.9166666666666663,0.7999999999999997,0.888888888888889,0.9259259259259257,0.9,0.9428571428571431
8.0,0.9124087591240878,0.8181818181818182,0.8333333333333331,0.8666666666666667,0.9090909090909092,0.8958333333333331,0.7999999999999997,0.8333333333333335,0.8518518518518517,0.9,0.9142857142857145
10.0,0.8978102189781016,0.7272727272727271,0.8,0.8666666666666667,0.9090909090909092,0.8749999999999999,0.7999999999999997,0.8333333333333335,0.8518518518518517,0.9,0.8857142857142859
11.0,0.8905109489051095,0.7272727272727271,0.8,0.8666666666666667,0.9090909090909092,0.8749999999999999,0.7999999999999997,0.8333333333333335,0.8518518518518517,0.9,0.8571428571428573
12.0,0.8759124087591238,0.6363636363636362,0.7666666666666666,0.8666666666666667,0.9090909090909092,0.8749999999999999,0.7999999999999997,0.8333333333333335,0.814814814814815,0.9,0.8571428571428573
13.0,0.8613138686131389,0.6363636363636362,0.7333333333333334,0.8,0.8484848484848484,0.8333333333333331,0.7999999999999997,0.7777777777777778,0.814814814814815,0.9,0.8571428571428573
15.0,0.846715328467153,0.6363636363636362,0.7,0.7333333333333334,0.8484848484848484,0.8333333333333331,0.6999999999999998,0.7777777777777778,0.814814814814815,0.8500000000000002,0.8285714285714288
16.0,0.8394160583941606,0.5454545454545454,0.6666666666666665,0.7333333333333334,0.8181818181818182,0.8124999999999997,0.6999999999999998,0.7777777777777778,0.814814814814815,0.8500000000000002,0.8285714285714288
18.0,0.817518248175182,0.4545454545454544,0.5999999999999999,0.6666666666666669,0.787878787878788,0.770833333333333,0.6999999999999998,0.7777777777777778,0.7777777777777778,0.8500000000000002,0.8285714285714288
19.0,0.8029197080291972,0.3636363636363636,0.5666666666666667,0.6000000000000001,0.787878787878788,0.770833333333333,0.49999999999999983,0.7777777777777778,0.7407407407407406,0.8500000000000002,0.8285714285714288
20.0,0.7883211678832117,0.2727272727272727,0.49999999999999994,0.5333333333333332,0.7575757575757575,0.7291666666666664,0.49999999999999983,0.7222222222222223,0.7407407407407406,0.8500000000000002,0.8285714285714288
21.0,0.773722627737226,0.18181818181818182,0.4666666666666665,0.5333333333333332,0.696969696969697,0.6874999999999999,0.49999999999999983,0.6666666666666669,0.7407407407407406,0.8500000000000002,0.8285714285714288
22.0,0.7664233576642332,0.18181818181818182,0.4666666666666665,0.5333333333333332,0.6666666666666669,0.6666666666666665,0.49999999999999983,0.6666666666666669,0.7407407407407406,0.8500000000000002,0.8285714285714288
24.0,0.7518248175182481,0.18181818181818182,0.4333333333333333,0.4666666666666666,0.6363636363636364,0.6458333333333333,0.49999999999999983,0.6111111111111113,0.7037037037037035,0.8500000000000002,0.8285714285714288
25.0,0.7299270072992703,0.18181818181818182,0.39999999999999997,0.39999999999999997,0.5757575757575757,0.6041666666666666,0.49999999999999983,0.5000000000000002,0.7037037037037035,0.8,0.8
27.0,0.7225540072255406,0.18181818181818182,0.39999999999999997,0.39999999999999997,0.5454545454545454,0.5833333333333331,0.49999999999999983,0.5000000000000002,0.7037037037037035,0.8,0.8
29.0,0.7151810071518103,0.18181818181818182,0.3666666666666667,0.3333333333333333,0.5151515151515152,0.5624999999999999,0.49999999999999983,0.4444444444444444,0.7037037037037035,0.8,0.8
30.0,0.7004350070043504,0.18181818181818182,0.3666666666666667,0.3333333333333333,0.4848484848484848,0.5416666666666666,0.49999999999999983,0.4444444444444444,0.7037037037037035,0.7500000000000001,0.7703703703703705
31.0,0.6856890068568906,0.18181818181818182,0.3666666666666667,0.3333333333333333,0.45454545454545453,0.5208333333333331,0.3999999999999999,0.4444444444444444,0.6666666666666665,0.7500000000000001,0.7703703703703705
33.0,0.6783160067831605,0.18181818181818182,0.33333333333333337,0.26666666666666666,0.45454545454545453,0.5208333333333331,0.3999999999999999,0.4444444444444444,0.6666666666666665,0.7,0.7407407407407406
35.0,0.6709430067094302,0.18181818181818182,0.30000000000000004,0.26666666666666666,0.45454545454545453,0.5208333333333331,0.3999999999999999,0.4444444444444444,0.6296296296296297,0.7,0.7407407407407406
36.0,0.6635700066357003,0.18181818181818182,0.30000000000000004,0.26666666666666666,0.45454545454545453,0.5208333333333331,0.3999999999999999,0.4444444444444444,0.5925925925925926,0.7,0.7407407407407406
