times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.9991311902693312,0.9948979591836739,0.9954337899543376,0.9954337899543376,1.0,0.99492385786802,0.9974424552429668,0.9954545454545451,0.9977220956719819,1.0
2.0,0.9982608669328604,0.9948979591836739,0.9954337899543376,0.9954337899543376,1.0,0.99492385786802,0.9974424552429668,0.9954545454545451,0.9977220956719819,0.9985915492957743
3.0,0.9982608669328604,0.9948979591836739,0.9954337899543376,0.9954337899543376,1.0,0.99492385786802,0.9974424552429668,0.9954545454545451,0.9977220956719819,0.9985915492957743
4.0,0.9982608669328604,0.9948979591836739,0.9954337899543376,0.9954337899543376,1.0,0.99492385786802,0.9974424552429668,0.9954545454545451,0.9977220956719819,0.9985915492957743
7.0,0.9956430499741206,0.9897959183673475,0.9908675799086758,0.9908675799086758,1.0,0.9898477157360406,0.9923142163985305,0.9909090909090903,0.9931558618245131,0.9971791142896977
9.0,0.9947704443212075,0.9846938775510209,0.9863013698630139,0.9863013698630139,0.9861111111111112,0.984771573604061,0.989750096976312,0.9863636363636361,0.9908727449007788,0.9971791142896977
10.0,0.9947704443212075,0.9846938775510209,0.9863013698630139,0.9863013698630139,0.9861111111111112,0.984771573604061,0.989750096976312,0.9863636363636361,0.9908727449007788,0.9971791142896977
11.0,0.9947704443212075,0.9846938775510209,0.9863013698630139,0.9863013698630139,0.9861111111111112,0.984771573604061,0.989750096976312,0.9863636363636361,0.9908727449007788,0.9971791142896977
13.0,0.9930221658601864,0.9846938775510209,0.9863013698630139,0.9863013698630139,0.9861111111111112,0.984771573604061,0.989750096976312,0.9863636363636361,0.9908727449007788,0.9943502373697268
14.0,0.9903997481686541,0.9795652636054427,0.981713921631093,0.981713921631093,0.9720238095238095,0.9796691302175113,0.9820377585583145,0.9817971380471371,0.984007575767517,0.9943502373697268
15.0,0.9895256089381435,0.9744366496598644,0.9771264733991726,0.9771264733991726,0.9720238095238095,0.9745666868309619,0.979466979085649,0.9772306397306388,0.9817191860564299,0.9943502373697268
16.0,0.9886514697076328,0.9693080357142864,0.9725390251672511,0.9725390251672511,0.9579365079365079,0.9694642434444124,0.976896199612983,0.9726641414141411,0.9794307963453425,0.9943502373697268
17.0,0.9877773304771212,0.9693080357142864,0.9725390251672511,0.9725390251672511,0.9579365079365079,0.9694642434444124,0.9743254201403171,0.9726641414141411,0.9771424066342557,0.9943502373697268
18.0,0.9851502631088308,0.9693080357142864,0.9725390251672511,0.9725390251672511,0.9579365079365079,0.9694642434444124,0.9691838611949858,0.9726641414141411,0.9725656272120813,0.9929317634219809
19.0,0.9851502631088308,0.9693080357142864,0.9725390251672511,0.9725390251672511,0.9579365079365079,0.9694642434444124,0.9691838611949858,0.9726641414141411,0.9725656272120813,0.9929317634219809
20.0,0.983397326697605,0.9693080357142864,0.9725390251672511,0.9725390251672511,0.9579365079365079,0.9694642434444124,0.9666130817223201,0.9726641414141411,0.9702772375009937,0.9915112601838951
24.0,0.9825208584919924,0.9693080357142864,0.9679515769353304,0.9725390251672511,0.9579365079365079,0.9694642434444124,0.9666130817223201,0.9726641414141411,0.9702772375009937,0.9900907569458096
25.0,0.9807679220807666,0.9693080357142864,0.9679515769353304,0.9725390251672511,0.9579365079365079,0.9694642434444124,0.964042302249654,0.9726641414141411,0.967988847789906,0.9886702537077238
26.0,0.9798898845498077,0.9641521419072957,0.963342283711829,0.9679078869521691,0.9579365079365079,0.9643348030029074,0.9614646490350829,0.9680543587534103,0.96568958686879,0.9886702537077238
27.0,0.9798898845498077,0.9641521419072957,0.963342283711829,0.9679078869521691,0.9579365079365079,0.9643348030029074,0.9614646490350829,0.9680543587534103,0.96568958686879,0.9886702537077238
35.0,0.9790110595412429,0.9641521419072957,0.963342283711829,0.9679078869521691,0.9579365079365079,0.9643348030029074,0.9614646490350829,0.9680543587534103,0.96568958686879,0.9872497504696376
38.0,0.9790110595412429,0.9641521419072957,0.963342283711829,0.9679078869521691,0.9579365079365079,0.9643348030029074,0.9614646490350829,0.9680543587534103,0.96568958686879,0.9872497504696376
39.0,0.9781306539121595,0.9641521419072957,0.963342283711829,0.9679078869521691,0.9579365079365079,0.9643348030029074,0.9588800666452038,0.9680543587534103,0.9633848384514424,0.9872497504696376
40.0,0.9781306539121595,0.9641521419072957,0.963342283711829,0.9679078869521691,0.9579365079365079,0.9643348030029074,0.9588800666452038,0.9680543587534103,0.9633848384514424,0.9872497504696376
41.0,0.9781306539121595,0.9641521419072957,0.963342283711829,0.9679078869521691,0.9579365079365079,0.9643348030029074,0.9588800666452038,0.9680543587534103,0.9633848384514424,0.9872497504696376
42.0,0.9772454678000217,0.9589405087077975,0.9586884562542843,0.9632320034403233,0.9579365079365079,0.9591502072878372,0.9562744142901897,0.9634002512594033,0.961063429202162,0.9872497504696376
44.0,0.976359479161943,0.9589405087077975,0.9586884562542843,0.9632320034403233,0.9579365079365079,0.9591502072878372,0.9562744142901897,0.9634002512594033,0.961063429202162,0.9858168771017569
46.0,0.9745875018857871,0.9537288755082987,0.9540346287967394,0.9585561199284771,0.9579365079365079,0.9539656115727684,0.9510631095801609,0.958746143765397,0.9564206107036013,0.9858168771017569
47.0,0.9736990903070405,0.9537288755082987,0.9540346287967394,0.9585561199284771,0.9579365079365079,0.9539656115727684,0.9484431010138251,0.958746143765397,0.9540878775067633,0.9858168771017569
49.0,0.9736990903070405,0.9537288755082987,0.9540346287967394,0.9585561199284771,0.9579365079365079,0.9539656115727684,0.9484431010138251,0.958746143765397,0.9540878775067633,0.9858168771017569
52.0,0.9728057883893276,0.9484886069615504,0.9493579884595006,0.953857315419024,0.94363894811656,0.948724042278413,0.9458011982254861,0.9540464077665471,0.9517379073651208,0.9858168771017569
53.0,0.9728057883893276,0.9484886069615504,0.9493579884595006,0.953857315419024,0.94363894811656,0.948724042278413,0.9458011982254861,0.9540464077665471,0.9517379073651208,0.9858168771017569
54.0,0.9728057883893276,0.9484886069615504,0.9493579884595006,0.953857315419024,0.94363894811656,0.948724042278413,0.9458011982254861,0.9540464077665471,0.9517379073651208,0.9858168771017569
55.0,0.9728057883893276,0.9484886069615504,0.9493579884595006,0.953857315419024,0.94363894811656,0.948724042278413,0.9458011982254861,0.9540464077665471,0.9517379073651208,0.9858168771017569
56.0,0.9719075374305192,0.9432192258117638,0.9446581964374235,0.9490880288419291,0.94363894811656,0.943453353154644,0.9431518951492245,0.9492761757277146,0.9493704001328692,0.9858168771017569
58.0,0.9710084555272538,0.9432192258117638,0.9446581964374235,0.9490880288419291,0.94363894811656,0.943453353154644,0.9404951292473953,0.9492761757277146,0.9469969741325376,0.9858168771017569
59.0,0.9710084555272538,0.9432192258117638,0.9446581964374235,0.9490880288419291,0.94363894811656,0.943453353154644,0.9404951292473953,0.9492761757277146,0.9469969741325376,0.9858168771017569
60.0,0.9710084555272538,0.9432192258117638,0.9446581964374235,0.9490880288419291,0.94363894811656,0.943453353154644,0.9404951292473953,0.9492761757277146,0.9469969741325376,0.9858168771017569
61.0,0.970106869217572,0.9379498446619774,0.9399584044153464,0.9442946549588891,0.94363894811656,0.938182664030875,0.9378383633455666,0.9444818516078778,0.9446175847502954,0.9858168771017569
