times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11.0,0.9896373056994818,0.9767441860465118,0.9230769230769231,0.9166666666666667,0.9696969696969697,1.0,0.9795918367346942,0.9775280898876406,0.9827586206896555,1.0,0.8333333333333335
15.0,0.9844559585492227,0.9534883720930234,0.8461538461538463,0.8749999999999999,0.9545454545454548,1.0,0.9591836734693877,0.9662921348314605,0.9655172413793109,1.0,0.7500000000000001
38.0,0.9792746113989639,0.9302325581395349,0.8461538461538463,0.8749999999999999,0.9545454545454548,1.0,0.9591836734693877,0.9662921348314605,0.948275862068966,1.0,0.7500000000000001
74.0,0.9740932642487047,0.9302325581395349,0.8461538461538463,0.8749999999999999,0.9393939393939399,1.0,0.9387755102040818,0.9550561797752813,0.931034482758621,0.95,0.7500000000000001
81.0,0.9689119170984457,0.9302325581395349,0.8461538461538463,0.8333333333333331,0.9242424242424246,0.9929577464788732,0.9387755102040818,0.9550561797752813,0.931034482758621,0.95,0.7500000000000001
89.0,0.9637305699481868,0.9069767441860465,0.8461538461538463,0.8333333333333331,0.9090909090909092,0.9929577464788732,0.9387755102040818,0.9438202247191011,0.931034482758621,0.95,0.7500000000000001
90.0,0.9637305699481868,0.9069767441860465,0.8461538461538463,0.8333333333333331,0.9090909090909092,0.9929577464788732,0.9387755102040818,0.9438202247191011,0.931034482758621,0.95,0.7500000000000001
94.0,0.9585212155160352,0.883720930232558,0.8461538461538463,0.8333333333333331,0.9090909090909092,0.9929577464788732,0.9387755102040818,0.9324488967104371,0.931034482758621,0.9,0.7500000000000001
99.0,0.94810250665173,0.8604651162790697,0.7692307692307694,0.8333333333333331,0.9090909090909092,0.9858651911468815,0.8970521541950116,0.9097062406931088,0.931034482758621,0.9,0.7500000000000001
105.0,0.9428931522195781,0.8372093023255813,0.7692307692307694,0.8333333333333331,0.9090909090909092,0.9858651911468815,0.8970521541950116,0.9097062406931088,0.9137931034482762,0.9,0.7500000000000001
107.0,0.9376837977874255,0.8139534883720929,0.7692307692307694,0.8333333333333331,0.8939393939393945,0.9858651911468815,0.8970521541950116,0.9097062406931088,0.9137931034482762,0.9,0.7500000000000001
112.0,0.9220557344909681,0.7674418604651163,0.6923076923076924,0.8333333333333331,0.8787878787878789,0.9787726358148902,0.8761904761904766,0.8755922566671178,0.8965517241379314,0.8500000000000002,0.7500000000000001
127.0,0.9168463800588157,0.7674418604651163,0.6923076923076924,0.8333333333333331,0.8787878787878789,0.971680080482898,0.8761904761904766,0.8642209286584537,0.8965517241379314,0.8,0.7500000000000001
128.0,0.911637025626664,0.7441860465116279,0.6923076923076924,0.8333333333333331,0.8787878787878789,0.971680080482898,0.8761904761904766,0.8642209286584537,0.8965517241379314,0.8,0.7500000000000001
130.0,0.9064276711945114,0.7209302325581396,0.6923076923076924,0.8333333333333331,0.8636363636363641,0.971680080482898,0.8761904761904766,0.8642209286584537,0.8965517241379314,0.8,0.7500000000000001
134.0,0.9012183167623592,0.6976744186046513,0.6923076923076924,0.8333333333333331,0.8636363636363641,0.971680080482898,0.8761904761904766,0.8528496006497895,0.8965517241379314,0.8,0.7500000000000001
144.0,0.8960089623302063,0.6976744186046513,0.6923076923076924,0.7916666666666664,0.8484848484848492,0.971680080482898,0.8553287981859414,0.8414782726411263,0.8965517241379314,0.8,0.7500000000000001
